sysname,chassis,source_ip,interface,lag,port,port_type,queue_group_port,address,isis,mpls,rsvp,slope-policy,egress-scheduler-policy,queue-policy,qos,queue-group
OBRGTA-IUSTB00924-WA,7750,10.190.0.119,To-GUAYMAS-WA-ATT,6,1/2/3,xgige,IPMEAN-QG:10G,10.170.34.152/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
OBRGTA-IUSTB00924-WA,7750,10.190.0.119,To-MTXCDOBREGON-GAM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.34.162/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
OBRGTA-IUSTB00924-WA,7750,10.190.0.119,To-NAVOJOA-WA-ATT,8,10/1/1,xgige,IPMEAN-QG:10G,10.170.34.134/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
OBRGTA-IUSTB00924-WA,7750,10.190.0.119,system,,,,,10.190.0.119/32,,1,1,,,,,
ALAMOS-BCN1043-AA,7705,10.190.0.11,To-ALAMOS-GAM,,1/5/8,xcme,,10.190.32.135/31,,1,1,,,7705-IPMEAN-internal:1G,,
ALAMOS-BCN1043-AA,7705,10.190.0.11,system,,,,,10.190.0.11/32,,1,1,,,,,
HERMTX-HMO404-GA,7750,10.190.0.120,To-CULTURAS-GAM,3,2/1/1,xgige,IPMEAN-QG:10G,10.190.35.6/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
HERMTX-HMO404-GA,7750,10.190.0.120,To-HERMOSILLO-WAM01,1,3/1/1,xgige,IPMEAN-QG:10G,10.190.34.182/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
HERMTX-HMO404-GA,7750,10.190.0.120,To-KINO-GAM,4,1/1/1,xgige,IPMEAN-QG:10G,10.190.35.0/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
HERMTX-HMO404-GA,7750,10.190.0.120,To-NOGALES-AAM,,4/1/10,xcme,IPMEAN-QG:1G,10.190.34.254/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
HERMTX-HMO404-GA,7750,10.190.0.120,system,,,,,10.190.0.120/32,,1,1,,,,,
CULTUR-HMO437-GA,7750,10.190.0.121,To-HER-R10-EB,2,1/2/1,xgige,IPMEAN-QG:10G,10.190.35.138/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULTUR-HMO437-GA,7750,10.190.0.121,To-MTXHERMOSILLO-GAM,3,4/1/1,xgige,IPMEAN-QG:10G,10.190.35.7/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULTUR-HMO437-GA,7750,10.190.0.121,system,,,,,10.190.0.121/32,,1,1,,,,,
NAVGTA-IUSTB00923-WA,7750,10.190.0.122,To-CDOBREGON-WA-ATT,8,3/1/3,xgige,IPMEAN-QG:10G,10.170.34.135/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NAVGTA-IUSTB00923-WA,7750,10.190.0.122,To-LOSMOCHIS-WA-ATT,6,1/2/3,xgige,IPMEAN-QG:10G,10.170.34.129/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NAVGTA-IUSTB00923-WA,7750,10.190.0.122,To-MTXNAVOJOA-GAM01,1,1/1/1,,IPMEAN-QG:10G,10.190.34.141/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NAVGTA-IUSTB00923-WA,7750,10.190.0.122,system,,,,,10.190.0.122/32,,1,1,,,,,
LAZCAR-HMO403-GA,7750,10.190.0.123,To-HER-R10-EA,2,1/1/1,xgige,IPMEAN-QG:10G,10.190.35.136/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LAZCAR-HMO403-GA,7750,10.190.0.123,To-LAZAROCARDENAS-AAM,,3/1/10,xcme,IPMEAN-QG:1G,10.190.34.252/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
LAZCAR-HMO403-GA,7750,10.190.0.123,To-LOMALINDA-GAM,4,2/1/1,xgige,IPMEAN-QG:10G,10.190.35.24/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LAZCAR-HMO403-GA,7750,10.190.0.123,system,,,,,10.190.0.123/32,,1,1,,,,,
MCHGTA-IUSTB00934-WA,7750,10.190.0.124,To-GUAMUCHIL-WA-ATT,8,4/1/3,xgige,IPMEAN-QG:10G,10.170.34.99/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MCHGTA-IUSTB00934-WA,7750,10.190.0.124,To-MTXMOCHIS-GAM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.34.116/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MCHGTA-IUSTB00934-WA,7750,10.190.0.124,To-NAVOJOA-WA-ATT,6,2/1/3,xgige,IPMEAN-QG:10G,10.170.34.128/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MCHGTA-IUSTB00934-WA,7750,10.190.0.124,system,,,,,10.190.0.124/32,,1,1,,,,,
LOMLIN-HMO400-GA,7750,10.190.0.126,To-KINO-GAM,5,1/2/1,xgige,IPMEAN-QG:10G,10.190.35.31/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LOMLIN-HMO400-GA,7750,10.190.0.126,To-LAZAROCARDENAS-GAM,4,4/1/1,xgige,IPMEAN-QG:10G,10.190.35.25/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LOMLIN-HMO400-GA,7750,10.190.0.126,system,,,,,10.190.0.126/32,,1,1,,,,,
GUAGTA-IUSTB00922-WA,7750,10.190.0.127,To-CULIACAN-WA-ATT,6,1/2/3,xgige,IPMEAN-QG:10G,10.170.34.80/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
GUAGTA-IUSTB00922-WA,7750,10.190.0.127,To-LOSMOCHIS-WA-ATT,8,10/2/3,xgige,IPMEAN-QG:10G,10.170.34.98/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
GUAGTA-IUSTB00922-WA,7750,10.190.0.127,To-MTXGUAMUCHIL-GAM02,2,1/1/1,xgige,IPMEAN-QG:10G,10.190.34.110/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
GUAGTA-IUSTB00922-WA,7750,10.190.0.127,system,,,,,10.190.0.127/32,,1,1,,,,,
KINO-HMO429-GA,7750,10.190.0.128,To-LOMALINDA-GAM,5,4/1/1,xgige,IPMEAN-QG:10G,10.190.35.30/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
KINO-HMO429-GA,7750,10.190.0.128,To-MTXHERMOSILLO-GAM,4,1/2/1,xgige,IPMEAN-QG:10G,10.190.35.1/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
KINO-HMO429-GA,7750,10.190.0.128,system,,,,,10.190.0.128/32,,1,1,,,,,
NOGGTA-IUSTB00928-WA,7750,10.190.0.129,To-NOGALES-GAE02,20,1/1/1,xgige,IPMEAN-QG:10G,10.190.34.235/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NOGGTA-IUSTB00928-WA,7750,10.190.0.129,To-SANTAANA-WA-ATT,10,10/1/4,xgige,IPMEAN-QG:10G,10.170.34.219/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NOGGTA-IUSTB00928-WA,7750,10.190.0.129,system,,,,,10.190.0.129/32,,1,1,,,,,
ALAMOS-BCN1043-AB,7705,10.190.0.12,To-ALAMOS-GAM,,1/5/8,xcme,,10.190.32.137/31,,1,1,,,7705-IPMEAN-internal:1G,,
ALAMOS-BCN1043-AB,7705,10.190.0.12,system,,,,,10.190.0.12/32,,1,1,,,,,
HERMTX-HMO404-AA,7705,10.190.0.130,To-MTXHERMOSILLO-GAM,,1/5/8,xcme,,10.190.34.255/31,,1,1,,,7705-IPMEAN-internal:1G,,
HERMTX-HMO404-AA,7705,10.190.0.130,system,,,,,10.190.0.130/32,,1,1,,,,,
LAZCAR-HMO403-AA,7705,10.190.0.131,To-LAZAROCARDENAS-GAM,,1/5/8,xcme,,10.190.34.253/31,,1,1,,,7705-IPMEAN-internal:1G,,
LAZCAR-HMO403-AA,7705,10.190.0.131,system,,,,,10.190.0.131/32,,1,1,,,,,
HERGTA-IUSTB00926-WA,7750,10.190.0.132,To-GUAYMAS-WA-ATT,8,3/1/4,xgige,IPMEAN-QG:10G,10.170.34.171/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
HERGTA-IUSTB00926-WA,7750,10.190.0.132,To-MTXHERMOSILLO-GAM01,1,1/1/2,xgige,IPMEAN-QG:10G,10.190.34.183/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
HERGTA-IUSTB00926-WA,7750,10.190.0.132,To-SANTAANA-WA-ATT,6,1/2/3,xgige,IPMEAN-QG:10G,10.170.34.177/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
HERGTA-IUSTB00926-WA,7750,10.190.0.132,system,,,,,10.190.0.132/32,,1,1,,,,,
DIAMAN-CUL008-AA,7705,10.190.0.134,To-DIAMANTE-GAM,,1/5/8,xcme,,10.190.34.249/31,,1,1,,,7705-IPMEAN-internal:1G,,
DIAMAN-CUL008-AA,7705,10.190.0.134,system,,,,,10.190.0.134/32,,1,1,,,,,
TV_AZT-CUL003-AA,7705,10.190.0.135,To-TVAZTECA-GAM,,1/5/8,xcme,,10.190.35.37/31,,1,1,,,7705-IPMEAN-internal:1G,,
TV_AZT-CUL003-AA,7705,10.190.0.135,system,,,,,10.190.0.135/32,,1,1,,,,,
INDEPE-CUL002-AA,7705,10.190.0.136,To-INDEPENDENCIA-GAM,,1/5/8,xcme,,10.190.35.39/31,,1,1,,,7705-IPMEAN-internal:1G,,
INDEPE-CUL002-AA,7705,10.190.0.136,system,,,,,10.190.0.136/32,,1,1,,,,,
GUAYMA-GUY480-AA,7705,10.190.0.137,To-GUAYMAS-GAM,,1/5/8,xcme,,10.190.35.41/31,,1,1,,,7705-IPMEAN-internal:1G,,
GUAYMA-GUY480-AA,7705,10.190.0.137,system,,,,,10.190.0.137/32,,1,1,,,,,
MAGIST-GML120-AA,7705,10.190.0.138,To-MAGISTERIO-GAM,,1/5/8,xcme,,10.190.35.43/31,,1,1,,,7705-IPMEAN-internal:1G,,
MAGIST-GML120-AA,7705,10.190.0.138,system,,,,,10.190.0.138/32,,1,1,,,,,
STAGTA-IUSTB00927-WA,7750,10.190.0.139,To-HERMOSILLO-WA-ATT,6,1/1/3,xgige,IPMEAN-QG:10G,10.170.34.176/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
STAGTA-IUSTB00927-WA,7750,10.190.0.139,To-MOCTEZUMA-WA-ATT,12,3/1/3,xgige,IPMEAN-QG:10G,10.170.36.75/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
STAGTA-IUSTB00927-WA,7750,10.190.0.139,To-NOGALES-WA-ATT,10,2/1/3,xgige,IPMEAN-QG:10G,10.170.34.218/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
STAGTA-IUSTB00927-WA,7750,10.190.0.139,To-PUERTOPENASCO-WA-ATT,8,4/1/3,xgige,IPMEAN-QG:10G,10.170.34.194/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
STAGTA-IUSTB00927-WA,7750,10.190.0.139,system,,,,,10.190.0.139/32,,1,1,,,,,
MARMOL-BCN1044-AA,7705,10.190.0.13,To-MARMOL-GAM,,1/5/8,xcme,,10.190.32.139/31,,1,1,,,7705-IPMEAN-internal:1G,,
MARMOL-BCN1044-AA,7705,10.190.0.13,system,,,,,10.190.0.13/32,,1,1,,,,,
PPEGTA-IUSTB00935-WA,7750,10.190.0.140,To-PUERTOPENASCO-AA,,3/1/1,xcme,IPMEAN-QG:1G,10.190.35.109/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
PPEGTA-IUSTB00935-WA,7750,10.190.0.140,To-SANLUISRIOCOLORADO-WA-ATT,6,4/1/3,xgige,IPMEAN-QG:10G,10.170.35.203/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
PPEGTA-IUSTB00935-WA,7750,10.190.0.140,To-SANTAANA-WA-ATT,8,2/1/3,xgige,IPMEAN-QG:10G,10.170.34.195/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
PPEGTA-IUSTB00935-WA,7750,10.190.0.140,system,,,,,10.190.0.140/32,,1,1,,,,,
OBRMTX-CDO531-AA,7705,10.190.0.141,To-MTXCDOBREGON-GAM,,1/5/8,xcme,,10.190.35.45/31,,1,1,,,7705-IPMEAN-internal:1G,,
OBRMTX-CDO531-AA,7705,10.190.0.141,system,,,,,10.190.0.141/32,,1,1,,,,,
OBRMTX-CDO531-AB,7705,10.190.0.142,To-MTXCDOBREGON-GAM,,1/5/8,xcme,,10.190.35.47/31,,1,1,,,7705-IPMEAN-internal:1G,,
OBRMTX-CDO531-AB,7705,10.190.0.142,system,,,,,10.190.0.142/32,,1,1,,,,,
MAZMTX-MAZ220-AA,7705,10.190.0.143,To-MTXMAZATLAN-GAM,,1/5/8,xcme,,10.190.35.67/31,,1,1,,,7705-IPMEAN-internal:1G,,
MAZMTX-MAZ220-AA,7705,10.190.0.143,system,,,,,10.190.0.143/32,,1,1,,,,,
MOCMTX-LML169-AA,7705,10.190.0.144,To-MTXMOCHIS-GAM,,1/5/8,xcme,,10.190.35.69/31,,1,1,,,7705-IPMEAN-internal:1G,,
MOCMTX-LML169-AA,7705,10.190.0.144,system,,,,,10.190.0.144/32,,1,1,,,,,
NAVOJO-NVJ468-AA,7705,10.190.0.145,To-NAVOJOA-GAM,,1/5/8,xcme,,10.190.35.83/31,,1,1,,,7705-IPMEAN-internal:1G,,
NAVOJO-NVJ468-AA,7705,10.190.0.145,system,,,,,10.190.0.145/32,,1,1,,,,,
NOGALE-NOG001-AA,7705,10.190.0.146,To-NOGALES-GAM,,1/5/8,xcme,,10.190.35.85/31,,1,1,,,7705-IPMEAN-internal:1G,,
NOGALE-NOG001-AA,7705,10.190.0.146,system,,,,,10.190.0.146/32,,1,1,,,,,
SOVADO-MAZ224-AA,7705,10.190.0.147,To-SORIANAVALLEDORADO-GAM,,1/5/8,xcme,,10.190.35.87/31,,1,1,,,7705-IPMEAN-internal:1G,,
SOVADO-MAZ224-AA,7705,10.190.0.147,system,,,,,10.190.0.147/32,,1,1,,,,,
ZAPATA-MAZ222-AA,7705,10.190.0.148,To-ZAPATA-GAM,,1/5/8,xcme,,10.190.35.89/31,,1,1,,,7705-IPMEAN-internal:1G,,
ZAPATA-MAZ222-AA,7705,10.190.0.148,system,,,,,10.190.0.148/32,,1,1,,,,,
TECATE-BCN1037-AA,7705,10.190.0.14,To-TECATE-GAM,,1/5/7,xcme,,10.190.32.141/31,,1,1,,,7705-IPMEAN-internal:1G,,
TECATE-BCN1037-AA,7705,10.190.0.14,system,,,,,10.190.0.14/32,,1,1,,,,,
CULMTX-CUL011-EA,7750,10.190.0.151,To-CULIACAN-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.35.94/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CULMTX-CUL011-EA,7750,10.190.0.151,To-CULIACAN-ABM,,2/1/9,xcme,IPMEAN-QG:1G,10.190.35.96/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CULMTX-CUL011-EA,7750,10.190.0.151,To-CULIACAN-ACM,,2/1/6,xcme,IPMEAN-QG:1G,10.190.35.98/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CULMTX-CUL011-EA,7750,10.190.0.151,To-CULIACAN-CAM01,,1/1/1,xgige,IPMEAN-QG:10G,10.190.34.7/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-EA,7750,10.190.0.151,To-CULIACAN-EBM,,10/1/1,xgige,IPMEAN-QG:10G,10.190.34.24/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-EA,7750,10.190.0.151,To-CULIACAN-SAF,,1/1/3,xgige,IPMEAN-QG:10G,10.190.35.90/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-EA,7750,10.190.0.151,system,,,,,10.190.0.151/32,,1,1,,,,,
CULMTX-CUL011-EB,7750,10.190.0.152,To-CULIACAN-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.35.100/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CULMTX-CUL011-EB,7750,10.190.0.152,To-CULIACAN-ABM,,2/1/9,xcme,IPMEAN-QG:1G,10.190.35.102/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CULMTX-CUL011-EB,7750,10.190.0.152,To-CULIACAN-ACM,,2/1/6,xcme,IPMEAN-QG:1G,10.190.35.104/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CULMTX-CUL011-EB,7750,10.190.0.152,To-CULIACAN-CBM01,,1/1/1,xgige,IPMEAN-QG:10G,10.190.34.15/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-EB,7750,10.190.0.152,To-CULIACAN-EAM,,10/1/1,xgige,IPMEAN-QG:10G,10.190.34.25/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-EB,7750,10.190.0.152,To-CULIACAN-SBF,,1/1/3,xgige,IPMEAN-QG:10G,10.190.35.92/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-EB,7750,10.190.0.152,To-MXSINCUL0458RTBHCSRMOB01-S14,200,10/1/5,xgige,,10.239.195.19/31,10,1,1,default,,default,,
CULMTX-CUL011-EB,7750,10.190.0.152,To-MXSINCUL0461RTBHCSRMOB01-S24,201,10/1/6,xgige,,10.239.195.22/31,10,1,1,default,,default,,
CULMTX-CUL011-EB,7750,10.190.0.152,To-MXSINCUL0485RTBHCSRMOB01-S64,203,10/2/2,xgige,,10.239.195.84/31,10,1,1,default,,default,,
CULMTX-CUL011-EB,7750,10.190.0.152,To-MXSINCUL0913RTBHCSRMOB01-S34,202,10/2/1,xgige,,10.239.195.36/31,10,1,1,default,,default,,
CULMTX-CUL011-EB,7750,10.190.0.152,system,,,,,10.190.0.152/32,,1,1,,,,,
CULMTX-CUL011-SA,7450,10.190.0.153,To-CULIACAN-EAF,,3/1/1,xgige,IPMEAN-QG:10G,10.190.35.91/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-SA,7450,10.190.0.153,To-CULIACAN-SB,,3/1/2,xgige,IPMEAN-QG:10G,10.190.35.110/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-SA,7450,10.190.0.153,To-TP5000MGM-CULIACAN,,1/2/24,xcme,IPMEAN-QG:1G,10.190.65.254/30,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CULMTX-CUL011-SA,7450,10.190.0.153,system,,,,,10.190.0.153/32,,1,1,,,,,
CULMTX-CUL011-SB,7450,10.190.0.154,To-CULIACAN-EBF,,2/2/1,xgige,IPMEAN-QG:10G,10.190.35.93/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-SB,7450,10.190.0.154,To-CULIACAN-SA,,2/2/2,xgige,IPMEAN-QG:10G,10.190.35.111/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CULMTX-CUL011-SB,7450,10.190.0.154,system,,,,,10.190.0.154/32,,1,1,,,,,
CULMTX-CUL011-AA,7705,10.190.0.155,To-CULIACAN-EAM,,1/11/8,xcme,,10.190.35.95/31,0,1,1,,,7705-IPMEAN-internal:1G,,
CULMTX-CUL011-AA,7705,10.190.0.155,To-CULIACAN-EBM,,1/12/8,xcme,,10.190.35.101/31,0,1,1,,,7705-IPMEAN-internal:1G,,
CULMTX-CUL011-AA,7705,10.190.0.155,system,,,,,10.190.0.155/32,,1,1,,,,,
CULMTX-CUL011-AB,7705,10.190.0.156,To-CULIACAN-EAM,,1/11/8,xcme,,10.190.35.97/31,0,1,1,,,7705-IPMEAN-internal:1G,,
CULMTX-CUL011-AB,7705,10.190.0.156,To-CULIACAN-EBM,,1/12/8,xcme,,10.190.35.103/31,0,1,1,,,7705-IPMEAN-internal:1G,,
CULMTX-CUL011-AB,7705,10.190.0.156,system,,,,,10.190.0.156/32,,1,1,,,,,
CULMTX-CUL011-AC,7705,10.190.0.157,To-CULIACAN-EAM,,1/11/8,xcme,,10.190.35.99/31,0,1,1,,,7705-IPMEAN-internal:1G,,
CULMTX-CUL011-AC,7705,10.190.0.157,To-CULIACAN-EBM,,1/12/8,xcme,,10.190.35.105/31,0,1,1,,,7705-IPMEAN-internal:1G,,
CULMTX-CUL011-AC,7705,10.190.0.157,system,,,,,10.190.0.157/32,,1,1,,,,,
PUEPEN-NOG010-AA,7705,10.190.0.159,To-PUERTOPENASCO-WAM,,1/5/8,xcme,,10.190.35.108/31,,1,1,,,7705-IPMEAN-internal:1G,,
PUEPEN-NOG010-AA,7705,10.190.0.159,system,,,,,10.190.0.159/32,,1,1,,,,,
CABALL-BCN1009-GA,7750,10.190.0.15,To-CHAPULTEPEC-AA,,1/1/5,xgige,IPMEAN-QG:10G,10.190.33.150/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CABALL-BCN1009-GA,7750,10.190.0.15,To-MORELOSTVA-GAM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.33.26/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CABALL-BCN1009-GA,7750,10.190.0.15,To-MORELOSTVA-GAM02,2,4/2/1,xgige,IPMEAN-QG:10G,10.190.33.32/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CABALL-BCN1009-GA,7750,10.190.0.15,To-MXBCNMXC0046RTBHCSRMOB01-T02,200,1/1/3,xgige,,10.239.146.72/31,10,1,1,default,,default,,
CABALL-BCN1009-GA,7750,10.190.0.15,To-MXBCNMXC0073RTBHCSRMOB01-T02,201,4/2/6,xgige,,10.239.146.83/31,10,1,1,default,,default,,
CABALL-BCN1009-GA,7750,10.190.0.15,To-MXBCNMXC0083RTBHCSRMOB01-T07,206,4/2/8,xgige,,10.239.146.106/31,10,1,1,default,,default,,
CABALL-BCN1009-GA,7750,10.190.0.15,To-MXBCNMXC0084RTBHCSRMOB01-T03,203,1/1/4,xgige,,10.239.146.95/31,10,1,1,default,,default,,
CABALL-BCN1009-GA,7750,10.190.0.15,To-MXBCNMXC0087RTBHCSRMOB01-T04,204,4/2/7,xgige,,10.239.146.96/31,10,1,1,default,,default,,
CABALL-BCN1009-GA,7750,10.190.0.15,To-MXBCNMXC0088RTBHCSRMOB01-T04,205,4/2/9,,,10.239.146.105/31,10,1,1,default,,default,,
CABALL-BCN1009-GA,7750,10.190.0.15,To-MXBCNMXC0090RTBHCSRMOB01-T07,207,5/2/3,xgige,,10.239.146.147/31,10,1,1,default,,default,,
CABALL-BCN1009-GA,7750,10.190.0.15,To-MXBCNMXC6002RTBHCSRMOB01-T03,202,5/2/1,xgige,,10.239.146.84/31,10,1,1,default,,default,,
CABALL-BCN1009-GA,7750,10.190.0.15,system,,,,,10.190.0.15/32,,1,1,,,,,
