sysname,chassis,source_ip,l3vpn,service_id,service_name,customer_id,interface,vpls,sap,ingress_qos_id,egress_qos_id,port,policy,card,buffer_min,buffer_max,resv_min,resv_max,shutdown
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-REP395HC_0718_Plaza-GSM,To-MEX-REP395HC_0718_Plaza-GSM,4/1/4:2185,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX0033,To-HMEX0033,4/1/4:1084,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX0033,To-HMEX0033,4/1/4:1084,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-190_0675_Industrial_C-3G,To-MEX-190_0675_Industrial_C-3G,4/1/4:1684,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-190_0675_Industrial_C-3G,To-MEX-190_0675_Industrial_C-3G,4/1/4:1684,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-190_0675_Industrial-GSM,To-MEX-190_0675_Industrial-GSM,4/1/4:2184,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-190_0675_Industrial-GSM,To-MEX-190_0675_Industrial-GSM,4/1/4:2184,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8482,To-HMEX8482,4/1/4:1083,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8482,To-HMEX8482,4/1/4:1083,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-209_0680_Granjas_Popu-3G,To-MEX-209_0680_Granjas_Popu-3G,4/1/4:1683,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-209_0680_Granjas_Popu-3G,To-MEX-209_0680_Granjas_Popu-3G,4/1/4:1683,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-209_0680_Granjas_Po-GSM,To-MEX-209_0680_Granjas_Po-GSM,4/1/4:2183,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-209_0680_Granjas_Po-GSM,To-MEX-209_0680_Granjas_Po-GSM,4/1/4:2183,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8490,To-HMEX8490,4/1/4:1081,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8490,To-HMEX8490,4/1/4:1081,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9789_0975_Miguel_Hida-3G,To-MEX-9789_0975_Miguel_Hida-3G,4/1/4:1681,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9789_0975_Miguel_Hida-3G,To-MEX-9789_0975_Miguel_Hida-3G,4/1/4:1681,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9789_0975_Miguel_Hi-GSM,To-MEX-9789_0975_Miguel_Hi-GSM,4/1/4:2181,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9789_0975_Miguel_Hi-GSM,To-MEX-9789_0975_Miguel_Hi-GSM,4/1/4:2181,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8491,To-HMEX8491,4/1/4:1080,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8491,To-HMEX8491,4/1/4:1080,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9830_0945_Popular-3G,To-MEX-9830_0945_Popular-3G,4/1/4:1680,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9830_0945_Popular-3G,To-MEX-9830_0945_Popular-3G,4/1/4:1680,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9830_0945_Popular-GSM,To-MEX-9830_0945_Popular-GSM,4/1/4:2180,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9830_0945_Popular-GSM,To-MEX-9830_0945_Popular-GSM,4/1/4:2180,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX0341,To-HMEX0341,4/1/4:1079,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX0341,To-HMEX0341,4/1/4:1079,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-91020_1675_Santa_Clar-3G,To-MEX-91020_1675_Santa_Clar-3G,4/1/4:1679,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-91020_1675_Santa_Clar-3G,To-MEX-91020_1675_Santa_Clar-3G,4/1/4:1679,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-91020_1675_Santa_Cl-GSM,To-MEX-91020_1675_Santa_Cl-GSM,4/1/4:2179,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-91020_1675_Santa_Cl-GSM,To-MEX-91020_1675_Santa_Cl-GSM,4/1/4:2179,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8485,To-HMEX8485,4/1/4:1099,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8485,To-HMEX8485,4/1/4:1099,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9096_0372_Santa_Clara-3G,To-MEX-9096_0372_Santa_Clara-3G,4/1/4:1699,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9096_0372_Santa_Clara-3G,To-MEX-9096_0372_Santa_Clara-3G,4/1/4:1699,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9096_0372_Santa_Cla-GSM,To-MEX-9096_0372_Santa_Cla-GSM,4/1/4:2199,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9096_0372_Santa_Cla-GSM,To-MEX-9096_0372_Santa_Cla-GSM,4/1/4:2199,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8484,To-HMEX8484,4/1/4:1097,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8484,To-HMEX8484,4/1/4:1097,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9065_0513_Ciudad_Azte-3G,To-MEX-9065_0513_Ciudad_Azte-3G,4/1/4:1697,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9065_0513_Ciudad_Azte-3G,To-MEX-9065_0513_Ciudad_Azte-3G,4/1/4:1697,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9065_0513_Ciudad_Az-GSM,To-MEX-9065_0513_Ciudad_Az-GSM,4/1/4:2197,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9065_0513_Ciudad_Az-GSM,To-MEX-9065_0513_Ciudad_Az-GSM,4/1/4:2197,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8492,To-HMEX8492,4/1/4:1096,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8492,To-HMEX8492,4/1/4:1096,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9920_1610_U_H_Santa_C-3G,To-MEX-9920_1610_U_H_Santa_C-3G,4/1/4:1696,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9920_1610_U_H_Santa_C-3G,To-MEX-9920_1610_U_H_Santa_C-3G,4/1/4:1696,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9920_1610_U_H_Santa-GSM,To-MEX-9920_1610_U_H_Santa-GSM,4/1/4:2196,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-9920_1610_U_H_Santa-GSM,To-MEX-9920_1610_U_H_Santa-GSM,4/1/4:2196,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8483,To-HMEX8483,4/1/4:1093,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8483,To-HMEX8483,4/1/4:1093,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-451H_0715_Jardines_de-3G,To-MEX-451H_0715_Jardines_de-3G,4/1/4:1693,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-451H_0715_Jardines_de-3G,To-MEX-451H_0715_Jardines_de-3G,4/1/4:1693,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-451H_0715_Jardines_-GSM,To-MEX-451H_0715_Jardines_-GSM,4/1/4:2193,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-451H_0715_Jardines_-GSM,To-MEX-451H_0715_Jardines_-GSM,4/1/4:2193,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8487,To-HMEX8487,4/1/4:1094,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-HMEX8487,To-HMEX8487,4/1/4:1094,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-91043_1740_TESE-3G,To-MEX-91043_1740_TESE-3G,4/1/4:1694,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-91043_1740_TESE-3G,To-MEX-91043_1740_TESE-3G,4/1/4:1694,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-91043_1740_TESE-GSM,To-MEX-91043_1740_TESE-GSM,4/1/4:2194,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-MEX-91043_1740_TESE-GSM,To-MEX-91043_1740_TESE-GSM,4/1/4:2194,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-SUMEXECA7228Z,To-SUMEXECA7228Z,4/1/4:1078,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-SUMEXECA7228Z,To-SUMEXECA7228Z,4/1/4:1078,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-GMEXECA7228,To-GMEXECA7228,4/1/4:1678,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-GMEXECA7228,To-GMEXECA7228,4/1/4:1678,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-GMEXECA7228-GSM,To-GMEXECA7228-GSM,4/1/4:2178,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000001,VPRN-3G-ATT,2,To-GMEXECA7228-GSM,To-GMEXECA7228-GSM,4/1/4:2178,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8447,To-LMEX8447,4/1/4:1282,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8447,To-LMEX8447,4/1/4:1282,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX0020,To-LMEX0020,4/1/4:1292,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX0020,To-LMEX0020,4/1/4:1292,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX0266,To-LMEX0266,4/1/4:1290,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX0266,To-LMEX0266,4/1/4:1290,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8493,To-LMEX8493,4/1/4:1285,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8493,To-LMEX8493,4/1/4:1285,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX0033,To-LMEX0033,4/1/4:1284,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX0033,To-LMEX0033,4/1/4:1284,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8482,To-LMEX8482,4/1/4:1283,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8482,To-LMEX8482,4/1/4:1283,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8490,To-LMEX8490,4/1/4:1281,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8490,To-LMEX8490,4/1/4:1281,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8491,To-LMEX8491,4/1/4:1280,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8491,To-LMEX8491,4/1/4:1280,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX0341,To-LMEX0341,4/1/4:1279,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX0341,To-LMEX0341,4/1/4:1279,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8485,To-LMEX8485,4/1/4:1299,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8485,To-LMEX8485,4/1/4:1299,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8484,To-LMEX8484,4/1/4:1297,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8484,To-LMEX8484,4/1/4:1297,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8492,To-LMEX8492,4/1/4:1296,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8492,To-LMEX8492,4/1/4:1296,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8483,To-LMEX8483,4/1/4:1293,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8483,To-LMEX8483,4/1/4:1293,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8487,To-LMEX8487,4/1/4:1294,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-LMEX8487,To-LMEX8487,4/1/4:1294,2000,2000,4/1/4,,4,2,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-SLMEXECA7228Y,To-SLMEXECA7228Y,4/1/4:1278,2000,2000,4/1/4,,4,1,,
XALOST-MEX220-GA,7750,10.190.3.95,vprn,1000002,VPRN-LTE-ATT,2,To-SLMEXECA7228Y,To-SLMEXECA7228Y,4/1/4:1278,2000,2000,4/1/4,,4,2,,
ARAGON-MEX9301-GA,7750,10.190.3.96,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU-2,vpls-GESTION-MDU-2,4/1/6:99,3000,3000,4/1/6,,4,1,,
ARAGON-MEX9301-GA,7750,10.190.3.96,vprn,1000000,VPRN-OYM-ATT,2,GESTION-MDU-2,vpls-GESTION-MDU-2,4/1/6:99,3000,3000,4/1/6,,4,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9309,To-GU-MEX-9309,5/1/6:3246,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9309,To-GU-MEX-9309,5/1/6:3246,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9287,To-GU-MEX-9287,5/1/6:3001,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9287,To-GU-MEX-9287,5/1/6:3001,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9491,To-GU-MEX-9491,5/1/6:3269,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9491,To-GU-MEX-9491,5/1/6:3269,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9098,To-GU-MEX-9098,5/1/6:3142,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9098,To-GU-MEX-9098,5/1/6:3142,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9291,To-GU-MEX-9291,5/1/6:3233,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9291,To-GU-MEX-9291,5/1/6:3233,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-136,To-GU-MEX-136,5/1/6:2314,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-136,To-GU-MEX-136,5/1/6:2314,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-244,To-GU-MEX-244,5/1/6:3040,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-244,To-GU-MEX-244,5/1/6:3040,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-152,To-GU-MEX-152,5/1/6:3032,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-152,To-GU-MEX-152,5/1/6:3032,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9212,To-GU-MEX-9212,5/1/6:3193,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9212,To-GU-MEX-9212,5/1/6:3193,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-106H,To-GU-MEX-106H,5/1/6:3025,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-106H,To-GU-MEX-106H,5/1/6:3025,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-460CR,To-GU-MEX-460CR,5/1/6:3088,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-460CR,To-GU-MEX-460CR,5/1/6:3088,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9010,To-GU-MEX-9010,5/1/6:2085,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9010,To-GU-MEX-9010,5/1/6:2085,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-149H,To-GU-MEX-149H,5/1/6:2120,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-149H,To-GU-MEX-149H,5/1/6:2120,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9106,To-GU-MEX-9106,5/1/6:2069,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9106,To-GU-MEX-9106,5/1/6:2069,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9545,To-GU-MEX-9545,5/1/6:3287,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9545,To-GU-MEX-9545,5/1/6:3287,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9860,To-GU-MEX-9860,5/1/6:3384,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9860,To-GU-MEX-9860,5/1/6:3384,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9021,To-GU-MEX-9021,5/1/6:3102,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9021,To-GU-MEX-9021,5/1/6:3102,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9889,To-GU-MEX-9889,5/1/6:3397,2000,2000,5/1/6,,5,1,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9889,To-GU-MEX-9889,5/1/6:3397,2000,2000,5/1/6,,5,2,,
PANTIT-MEX118H-GA,7750,10.190.3.97,vprn,429001,VPRN-GSM,2,To-GU-MEX-9954,To-GU-MEX-9954,5/1/6:3512,2000,2000,5/1/6,,5,1,,
